data_source,outcome_clean,transform_label,control_label,model,percent_effect,effect_pct,power,mean_att,mean_se,n_sims
NIBRS,agg_plus_sim_18,Raw,Econ+Crime+DV,imputation,0.9,-10,0,3.53072102861671,95.715425256557,200
NIBRS,agg_plus_sim_18,Raw,Econ+Crime+DV,cs,1,0,0.295,-19.2703223627502,20.43449768329,200
NIBRS,agg_plus_sim_18,Raw,Econ+Crime+DV,imputation,1,0,0,43.6122210899867,98.8458614611524,200
NIBRS,agg_plus_sim_18,Raw,Econ+Crime+DV,cs,1.1,10,0.46,33.5393861904708,24.253903798907,200
NIBRS,agg_plus_sim_18,Raw,Econ+Crime+DV,imputation,1.1,10,0.33,84.6281860205313,102.193372942367,200
NIBRS,agg_plus_sim_18,Raw,Econ+Crime+DV,cs,1.2,20,0.665,88.3956911172383,31.3417921374275,200
NIBRS,agg_plus_sim_18,Raw,Econ+Crime+DV,imputation,1.2,20,0.5,126.21126930403,106.001026963532,200
NIBRS,agg_plus_sim_18,Raw,Econ+Crime+DV,cs,1.3,30,0.845,138.853006837177,38.2767590854162,200
NIBRS,agg_plus_sim_18,Raw,Econ+Crime+DV,imputation,1.3,30,0.5,165.878790132566,109.750006563816,200
NIBRS,agg_plus_sim_18,Raw,Econ+Crime+DV,cs,1.4,40,0.91,194.966373408147,46.8344770079027,200
NIBRS,agg_plus_sim_18,Raw,Econ+Crime+DV,imputation,1.4,40,0.5,207.998174002701,114.062100788785,200
NIBRS,agg_plus_sim_18,Raw,Econ+Crime+DV,cs,1.5,50,0.965,252.443982456065,55.6438617943842,200
NIBRS,agg_plus_sim_18,Raw,Econ+Crime+DV,imputation,1.5,50,0.5,249.691611271884,118.6880334115,200
NIBRS,agg_plus_sim_18,IHS,Econ+Crime+DV,cs,0.5,-50,0.61,-50.3080997106219,25.2990075547761,100
NIBRS,agg_plus_sim_18,IHS,Econ+Crime+DV,imputation,0.5,-50,,Inf,,100
NIBRS,agg_plus_sim_18,IHS,Econ+Crime+DV,cs,0.6,-40,0.53,-49.3558507848466,24.7664532356146,100
NIBRS,agg_plus_sim_18,IHS,Econ+Crime+DV,imputation,0.6,-40,,Inf,,100
NIBRS,agg_plus_sim_18,IHS,Econ+Crime+DV,cs,0.7,-30,0.51,-46.3312130564867,24.3751009099084,100
NIBRS,agg_plus_sim_18,IHS,Econ+Crime+DV,imputation,0.7,-30,,Inf,,100
NIBRS,agg_plus_sim_18,IHS,Econ+Crime+DV,cs,0.8,-20,0.59,-45.8505404367922,24.7129690178343,100
NIBRS,agg_plus_sim_18,IHS,Econ+Crime+DV,imputation,0.8,-20,,Inf,,100
NIBRS,agg_plus_sim_18,IHS,Econ+Crime+DV,cs,0.9,-10,0.55,-46.9191348240905,25.2932167690769,100
NIBRS,agg_plus_sim_18,IHS,Econ+Crime+DV,imputation,0.9,-10,,Inf,,100
NIBRS,agg_plus_sim_18,IHS,Econ+Crime+DV,cs,1,0,0.58,-45.7315749172514,23.9912295939467,100
NIBRS,agg_plus_sim_18,IHS,Econ+Crime+DV,imputation,1,0,,Inf,,100
NIBRS,agg_plus_sim_18,IHS,Econ+Crime+DV,cs,1.1,10,0.58,-47.558446106902,24.1566491728453,100
NIBRS,agg_plus_sim_18,IHS,Econ+Crime+DV,imputation,1.1,10,,Inf,,100
NIBRS,agg_plus_sim_18,IHS,Econ+Crime+DV,cs,1.2,20,0.59,-48.1836593256161,23.681908698329,100
NIBRS,agg_plus_sim_18,IHS,Econ+Crime+DV,imputation,1.2,20,,Inf,,100
NIBRS,agg_plus_sim_18,IHS,Econ+Crime+DV,cs,1.3,30,0.53,-45.3988806959161,25.6042502058811,100
NIBRS,agg_plus_sim_18,IHS,Econ+Crime+DV,imputation,1.3,30,,Inf,,100
NIBRS,agg_plus_sim_18,IHS,Econ+Crime+DV,cs,1.4,40,0.61,-48.9598881977111,25.5120974131191,100
NIBRS,agg_plus_sim_18,IHS,Econ+Crime+DV,imputation,1.4,40,,Inf,,100
NIBRS,agg_plus_sim_18,IHS,Econ+Crime+DV,cs,1.5,50,0.57,-47.4152083429594,24.0937953657949,100
NIBRS,agg_plus_sim_18,IHS,Econ+Crime+DV,imputation,1.5,50,,Inf,,100
NIBRS,aggshare,Raw,None,cs,0.5,-50,1,-0.0496145907086704,0.0130904462190706,200
NIBRS,aggshare,Raw,None,imputation,0.5,-50,1,-0.0463292035545463,0.0167382106493879,200
NIBRS,aggshare,Raw,None,cs,0.6,-40,1,-0.0395104141859605,0.0124515913974512,200
NIBRS,aggshare,Raw,None,imputation,0.6,-40,0.99,-0.0362250270318364,0.0166622491930798,200
NIBRS,aggshare,Raw,None,cs,0.7,-30,1,-0.0295895606421124,0.0120580977675256,200
NIBRS,aggshare,Raw,None,imputation,0.7,-30,0.005,-0.0263041734879882,0.0166162715697124,200
NIBRS,aggshare,Raw,None,cs,0.8,-20,0.125,-0.0192819382623232,0.011810680817229,200
NIBRS,aggshare,Raw,None,imputation,0.8,-20,0,-0.015996551108199,0.0165675029398077,200
NIBRS,aggshare,Raw,None,cs,0.9,-10,0,-0.00907417124975372,0.0115424739931483,200
NIBRS,aggshare,Raw,None,imputation,0.9,-10,0,-0.00578878409562957,0.0165537249464514,200
NIBRS,aggshare,Raw,None,cs,1,0,0,0.00109740240603195,0.0116542831943577,200
NIBRS,aggshare,Raw,None,imputation,1,0,0,0.0043827895601561,0.0165969232891841,200
NIBRS,aggshare,Raw,None,cs,1.1,10,0,0.0112415235412592,0.0118745445023542,200
NIBRS,aggshare,Raw,None,imputation,1.1,10,0,0.0145269106953834,0.0166248445788108,200
NIBRS,aggshare,Raw,None,cs,1.2,20,0.31,0.021815909457129,0.0121226555543239,200
NIBRS,aggshare,Raw,None,imputation,1.2,20,0.01,0.0251012966112531,0.0166699082858302,200
NIBRS,aggshare,Raw,None,cs,1.3,30,0.965,0.0317202856081642,0.0126189288715848,200
NIBRS,aggshare,Raw,None,imputation,1.3,30,0.715,0.0350056727622883,0.0167255511019477,200
NIBRS,aggshare,Raw,None,cs,1.4,40,1,0.041743915046347,0.0132647438967593,200
NIBRS,aggshare,Raw,None,imputation,1.4,40,0.99,0.0450293022004711,0.0168365882897923,200
NIBRS,aggshare,Raw,None,cs,1.5,50,1,0.0520997780977233,0.014025512880268,200
NIBRS,aggshare,Raw,None,imputation,1.5,50,1,0.0553851652518475,0.0169743833711376,200
NIBRS,aggshare,IHS,None,cs,0.5,-50,1,-0.0496978260789063,0.0130438623285168,200
NIBRS,aggshare,IHS,None,imputation,0.5,-50,1,-0.0464124389247822,0.016741040650059,200
NIBRS,aggshare,IHS,None,cs,0.6,-40,1,-0.0394793647358823,0.0124521269211551,200
NIBRS,aggshare,IHS,None,imputation,0.6,-40,0.985,-0.0361939775817582,0.016663030906379,200
NIBRS,aggshare,IHS,None,cs,0.7,-30,0.99,-0.0295647336386569,0.0120799128778528,200
NIBRS,aggshare,IHS,None,imputation,0.7,-30,0,-0.0262793464845327,0.016604516730977,200
NIBRS,aggshare,IHS,None,cs,0.8,-20,0.085,-0.019010744659375,0.0117325492849446,200
NIBRS,aggshare,IHS,None,imputation,0.8,-20,0,-0.0157253575052508,0.0165831186019852,200
NIBRS,aggshare,IHS,None,cs,0.9,-10,0,-0.0090857393697984,0.0116707038707472,200
NIBRS,aggshare,IHS,None,imputation,0.9,-10,0,-0.00580035221567425,0.0165646071756736,200
NIBRS,aggshare,IHS,None,cs,1,0,0,0.000933577664324207,0.0116803362400261,200
NIBRS,aggshare,IHS,None,imputation,1,0,0,0.00421896481844836,0.0165720397357478,200
NIBRS,aggshare,IHS,None,cs,1.1,10,0,0.0113295202528532,0.0118155981174682,200
NIBRS,aggshare,IHS,None,imputation,1.1,10,0,0.0146149074069773,0.0166079365689773,200
NIBRS,aggshare,IHS,None,cs,1.2,20,0.17,0.0208893963341849,0.0122566770967401,200
NIBRS,aggshare,IHS,None,imputation,1.2,20,0.005,0.0241747834883091,0.0166775861739934,200
NIBRS,aggshare,IHS,None,cs,1.3,30,0.955,0.0312957495477201,0.0126799586054941,200
NIBRS,aggshare,IHS,None,imputation,1.3,30,0.685,0.0345811367018442,0.0167802912548843,200
NIBRS,aggshare,IHS,None,cs,1.4,40,1,0.0409830449719265,0.013277243399364,200
NIBRS,aggshare,IHS,None,imputation,1.4,40,0.995,0.0442684321260506,0.0168570462140369,200
NIBRS,aggshare,IHS,None,cs,1.5,50,1,0.0511147955584828,0.0139615553228192,200
NIBRS,aggshare,IHS,None,imputation,1.5,50,1,0.054400182712607,0.0169678928001849,200
NIBRS,aggshare,Raw,Econ+Crime,cs,0.5,-50,1,-0.0562059594714418,0.0115981583892423,200
NIBRS,aggshare,Raw,Econ+Crime,imputation,0.5,-50,1,-0.0386840811470692,0.00783323937318864,200
NIBRS,aggshare,Raw,Econ+Crime,cs,0.6,-40,1,-0.0449261259015868,0.0102498195060725,200
NIBRS,aggshare,Raw,Econ+Crime,imputation,0.6,-40,1,-0.0287658358793108,0.00800427400619368,200
NIBRS,aggshare,Raw,Econ+Crime,cs,0.7,-30,1,-0.0330468928587936,0.00886596305162181,200
NIBRS,aggshare,Raw,Econ+Crime,imputation,0.7,-30,0.57,-0.0184198276887156,0.00813998247676577,200
NIBRS,aggshare,Raw,Econ+Crime,cs,0.8,-20,0.865,-0.0211132197469801,0.00770223222172018,200
NIBRS,aggshare,Raw,Econ+Crime,imputation,0.8,-20,0.01,-0.00818675144217972,0.00845719654566119,200
NIBRS,aggshare,Raw,Econ+Crime,cs,0.9,-10,0.275,-0.00950564969190004,0.00710363946176838,200
NIBRS,aggshare,Raw,Econ+Crime,imputation,0.9,-10,0,0.00192160713921973,0.00879911327581661,200
NIBRS,aggshare,Raw,Econ+Crime,cs,1,0,0,0.00170508250556985,0.0068187096728695,200
NIBRS,aggshare,Raw,Econ+Crime,imputation,1,0,0.405,0.011754382006838,0.00907576326619386,200
NIBRS,aggshare,Raw,Econ+Crime,cs,1.1,10,0.49,0.013336098688062,0.00692190921617556,200
NIBRS,aggshare,Raw,Econ+Crime,imputation,1.1,10,0.505,0.0220562822589956,0.00957886016139772,200
NIBRS,aggshare,Raw,Econ+Crime,cs,1.2,20,0.97,0.0251723396818768,0.00748879325187836,200
NIBRS,aggshare,Raw,Econ+Crime,imputation,1.2,20,0.875,0.0324277913524033,0.00996089764985726,200
NIBRS,aggshare,Raw,Econ+Crime,cs,1.3,30,1,0.0365534835269587,0.00855912180732583,200
NIBRS,aggshare,Raw,Econ+Crime,imputation,1.3,30,0.995,0.0422350171271666,0.01051582025484,200
NIBRS,aggshare,Raw,Econ+Crime,cs,1.4,40,1,0.0482705516473167,0.00984428361341724,200
NIBRS,aggshare,Raw,Econ+Crime,imputation,1.4,40,1,0.0523262512892343,0.0109249535622013,200
NIBRS,aggshare,Raw,Econ+Crime,cs,1.5,50,1,0.0603419226756181,0.011101818068028,200
NIBRS,aggshare,Raw,Econ+Crime,imputation,1.5,50,1,0.0629092637484942,0.0114959629416256,200
NIBRS,aggshare,IHS,Econ+Crime,cs,0.5,-50,1,-0.0559367159062082,0.0115071884173195,200
NIBRS,aggshare,IHS,Econ+Crime,imputation,0.5,-50,1,-0.0450109329911382,0.00785596774564538,200
NIBRS,aggshare,IHS,Econ+Crime,cs,0.6,-40,1,-0.0445455779389476,0.0100812574198063,200
NIBRS,aggshare,IHS,Econ+Crime,imputation,0.6,-40,1,-0.0338174672113432,0.00803960882952342,200
NIBRS,aggshare,IHS,Econ+Crime,cs,0.7,-30,1,-0.0328417038406146,0.00877991741827807,200
NIBRS,aggshare,IHS,Econ+Crime,imputation,0.7,-30,0.575,-0.02239394727346,0.008227380912767,200
NIBRS,aggshare,IHS,Econ+Crime,cs,0.8,-20,0.89,-0.0213882562252852,0.0077130988053233,200
NIBRS,aggshare,IHS,Econ+Crime,imputation,0.8,-20,0.375,-0.0108543284855394,0.0084918159388175,200
NIBRS,aggshare,IHS,Econ+Crime,cs,0.9,-10,0.235,-0.00962474112320202,0.00700458048438785,200
NIBRS,aggshare,IHS,Econ+Crime,imputation,0.9,-10,0,0.000643444485054068,0.00880990464791592,200
NIBRS,aggshare,IHS,Econ+Crime,cs,1,0,0,0.00192403112512681,0.00663599202035537,200
NIBRS,aggshare,IHS,Econ+Crime,imputation,1,0,0.44,0.0117934728388062,0.00914371322873896,200
NIBRS,aggshare,IHS,Econ+Crime,cs,1.1,10,0.51,0.0135486359836156,0.00689224186364779,200
NIBRS,aggshare,IHS,Econ+Crime,imputation,1.1,10,0.58,0.0234182529774803,0.00950991314022312,200
NIBRS,aggshare,IHS,Econ+Crime,cs,1.2,20,0.99,0.0251849941580818,0.00732897919251954,200
NIBRS,aggshare,IHS,Econ+Crime,imputation,1.2,20,0.995,0.0345984260521357,0.009930964166255,200
NIBRS,aggshare,IHS,Econ+Crime,cs,1.3,30,0.995,0.0359393412806453,0.00838059524695982,200
NIBRS,aggshare,IHS,Econ+Crime,imputation,1.3,30,1,0.0457902862142142,0.0102242625881682,200
NIBRS,aggshare,IHS,Econ+Crime,cs,1.4,40,1,0.0481525003224075,0.00941353679586928,200
NIBRS,aggshare,IHS,Econ+Crime,imputation,1.4,40,1,0.0574650814475942,0.0107415195094758,200
NIBRS,aggshare,IHS,Econ+Crime,cs,1.5,50,1,0.0590665939479752,0.0106784050316781,200
NIBRS,aggshare,IHS,Econ+Crime,imputation,1.5,50,1,0.0684575158679087,0.011218357795179,200
NIBRS,aggshare,Raw,Econ+Crime+DV,cs,0.5,-50,0.97,-0.0558075636365858,0.0178359334770484,200
NIBRS,aggshare,Raw,Econ+Crime+DV,imputation,0.5,-50,1,-0.0309095566161185,0.0079264016345293,200
NIBRS,aggshare,Raw,Econ+Crime+DV,cs,0.6,-40,0.98,-0.0436304605329706,0.014189304064477,200
NIBRS,aggshare,Raw,Econ+Crime+DV,imputation,0.6,-40,0.985,-0.0197177295294161,0.00806303808297616,200
NIBRS,aggshare,Raw,Econ+Crime+DV,cs,0.7,-30,0.91,-0.0326891912222658,0.011249368481744,200
NIBRS,aggshare,Raw,Econ+Crime+DV,imputation,0.7,-30,0,-0.00883693289747937,0.00819465361003972,200
NIBRS,aggshare,Raw,Econ+Crime+DV,cs,0.8,-20,0.78,-0.0208201135192141,0.00828777400845064,200
NIBRS,aggshare,Raw,Econ+Crime+DV,imputation,0.8,-20,0,0.00221780140274365,0.00841987790851609,200
NIBRS,aggshare,Raw,Econ+Crime+DV,cs,0.9,-10,0.36,-0.00847585291365525,0.0061951314705362,200
NIBRS,aggshare,Raw,Econ+Crime+DV,imputation,0.9,-10,0.045,0.0131409103727415,0.00866415747804365,200
NIBRS,aggshare,Raw,Econ+Crime+DV,cs,1,0,0.15,0.00294375863559172,0.00622713730518483,200
NIBRS,aggshare,Raw,Econ+Crime+DV,imputation,1,0,0.99,0.0239801638213068,0.00900663387525706,200
NIBRS,aggshare,Raw,Econ+Crime+DV,cs,1.1,10,0.515,0.0138985438304398,0.00746160674047715,200
NIBRS,aggshare,Raw,Econ+Crime+DV,imputation,1.1,10,1,0.0351680416834809,0.00940394359965097,200
NIBRS,aggshare,Raw,Econ+Crime+DV,cs,1.2,20,0.775,0.0264510639100628,0.00999882145000557,200
NIBRS,aggshare,Raw,Econ+Crime+DV,imputation,1.2,20,1,0.0460943915131794,0.00975946491069178,200
NIBRS,aggshare,Raw,Econ+Crime+DV,cs,1.3,30,0.82,0.0381229311429878,0.0138020788643048,200
NIBRS,aggshare,Raw,Econ+Crime+DV,imputation,1.3,30,1,0.0566241522185006,0.010157656315834,200
NIBRS,aggshare,Raw,Econ+Crime+DV,cs,1.4,40,0.89,0.0495699091789667,0.0167594528088469,200
NIBRS,aggshare,Raw,Econ+Crime+DV,imputation,1.4,40,1,0.067740972299878,0.0105797260231239,200
NIBRS,aggshare,Raw,Econ+Crime+DV,cs,1.5,50,0.87,0.0614739595027896,0.0208827113863788,200
NIBRS,aggshare,Raw,Econ+Crime+DV,imputation,1.5,50,1,0.0787406229269608,0.0110395350464171,200
NIBRS,aggshare,IHS,Econ+Crime+DV,cs,0.5,-50,0.985,-0.0557436775606237,0.0174247046504661,200
NIBRS,aggshare,IHS,Econ+Crime+DV,imputation,0.5,-50,1,-0.0307763798612662,0.00794653754131232,200
NIBRS,aggshare,IHS,Econ+Crime+DV,cs,0.6,-40,0.935,-0.0431931363987331,0.014323077813739,200
NIBRS,aggshare,IHS,Econ+Crime+DV,imputation,0.6,-40,0.995,-0.0196887455089935,0.00805583320721316,200
NIBRS,aggshare,IHS,Econ+Crime+DV,cs,0.7,-30,0.915,-0.0314703266729254,0.0108115022135254,200
NIBRS,aggshare,IHS,Econ+Crime+DV,imputation,0.7,-30,0,-0.00877662446747455,0.0081751731709479,200
NIBRS,aggshare,IHS,Econ+Crime+DV,cs,0.8,-20,0.75,-0.0208342213387521,0.00832256219414848,200
NIBRS,aggshare,IHS,Econ+Crime+DV,imputation,0.8,-20,0,0.00215715598591213,0.00842181407909614,200
NIBRS,aggshare,IHS,Econ+Crime+DV,cs,0.9,-10,0.365,-0.00846856833578272,0.00618403160953187,200
NIBRS,aggshare,IHS,Econ+Crime+DV,imputation,0.9,-10,0.04,0.0132068255095203,0.00868492686611987,200
NIBRS,aggshare,IHS,Econ+Crime+DV,cs,1,0,0.115,0.00287399708620973,0.00597222714464722,200
NIBRS,aggshare,IHS,Econ+Crime+DV,imputation,1,0,1,0.0240590230762385,0.0089865551536417,200
NIBRS,aggshare,IHS,Econ+Crime+DV,cs,1.1,10,0.555,0.0147008206891631,0.00744398008473897,200
NIBRS,aggshare,IHS,Econ+Crime+DV,imputation,1.1,10,1,0.0347759868133088,0.00931921832884521,200
NIBRS,aggshare,IHS,Econ+Crime+DV,cs,1.2,20,0.755,0.0263768272085817,0.0098269957984803,200
NIBRS,aggshare,IHS,Econ+Crime+DV,imputation,1.2,20,1,0.0457212404337169,0.00967599710007828,200
NIBRS,aggshare,IHS,Econ+Crime+DV,cs,1.3,30,0.82,0.0369822143513681,0.0132242813397478,200
NIBRS,aggshare,IHS,Econ+Crime+DV,imputation,1.3,30,1,0.0559692066042177,0.010023529922803,200
NIBRS,aggshare,IHS,Econ+Crime+DV,cs,1.4,40,0.88,0.0490607511866367,0.0166679377990339,200
NIBRS,aggshare,IHS,Econ+Crime+DV,imputation,1.4,40,1,0.0670103187240634,0.0105115095583023,200
NIBRS,aggshare,IHS,Econ+Crime+DV,cs,1.5,50,0.925,0.060589525646705,0.0182249589180239,200
NIBRS,aggshare,IHS,Econ+Crime+DV,imputation,1.5,50,1,0.0773757736020496,0.0108861580021198,200
NIBRS,sim_18,Raw,None,cs,0.5,-50,0.535,-127.523897971517,64.9785843516283,200
NIBRS,sim_18,Raw,None,imputation,0.5,-50,0,-103.050361253186,67.3367480629895,200
NIBRS,sim_18,Raw,None,cs,0.6,-40,0.035,-103.004359733865,59.5634841445077,200
NIBRS,sim_18,Raw,None,imputation,0.6,-40,0,-78.530823015534,64.8774750815484,200
NIBRS,sim_18,Raw,None,cs,0.7,-30,0,-77.9422011162543,56.5223288248432,200
NIBRS,sim_18,Raw,None,imputation,0.7,-30,0,-53.4686643979235,62.813756814051,200
NIBRS,sim_18,Raw,None,cs,0.8,-20,0,-54.0724170661435,54.6670190755591,200
NIBRS,sim_18,Raw,None,imputation,0.8,-20,0,-29.5988803478126,61.3507849748302,200
NIBRS,sim_18,Raw,None,cs,0.9,-10,0,-28.2124195627378,54.5421525545696,200
NIBRS,sim_18,Raw,None,imputation,0.9,-10,0,-3.73888284440697,60.4348651920515,200
NIBRS,sim_18,Raw,None,cs,1,0,0,-3.45941072197906,54.195828021304,200
NIBRS,sim_18,Raw,None,imputation,1,0,0,21.0141259963518,60.1903659018169,200
NIBRS,sim_18,Raw,None,cs,1.1,10,0,22.2598229429726,54.5562005545527,200
NIBRS,sim_18,Raw,None,imputation,1.1,10,0,46.7333596613034,60.5231310399808,200
NIBRS,sim_18,Raw,None,cs,1.2,20,0,45.6382082326132,55.0051428552009,200
NIBRS,sim_18,Raw,None,imputation,1.2,20,0,70.1117449509441,61.4976563328374,200
NIBRS,sim_18,Raw,None,cs,1.3,30,0,70.9011612365887,57.0144598241687,200
NIBRS,sim_18,Raw,None,imputation,1.3,30,0.025,95.3746979549196,62.9175174634649,200
NIBRS,sim_18,Raw,None,cs,1.4,40,0.095,97.1361901944216,61.1819397367042,200
NIBRS,sim_18,Raw,None,imputation,1.4,40,0.27,121.609726912752,64.8588714826323,200
NIBRS,sim_18,Raw,None,cs,1.5,50,0.27,121.822457908275,66.4783548830926,200
NIBRS,sim_18,Raw,None,imputation,1.5,50,0.825,146.295994626606,67.6041730457321,200
NIBRS,sim_18,IHS,None,cs,0.5,-50,0,-10.3152850812631,53.0328506981489,200
NIBRS,sim_18,IHS,None,imputation,0.5,-50,,Inf,,200
NIBRS,sim_18,IHS,None,cs,0.6,-40,0,-10.9155621455505,52.9679295559777,200
NIBRS,sim_18,IHS,None,imputation,0.6,-40,,Inf,,200
NIBRS,sim_18,IHS,None,cs,0.7,-30,0,-9.35981936849892,52.6316126830507,200
NIBRS,sim_18,IHS,None,imputation,0.7,-30,,Inf,,200
NIBRS,sim_18,IHS,None,cs,0.8,-20,0,-11.0293260938203,53.0595168670162,200
NIBRS,sim_18,IHS,None,imputation,0.8,-20,,Inf,,200
NIBRS,sim_18,IHS,None,cs,0.9,-10,0,-9.66850801141345,52.5192456252135,200
NIBRS,sim_18,IHS,None,imputation,0.9,-10,,Inf,,200
NIBRS,sim_18,IHS,None,cs,1,0,0,-9.96732755836689,52.9182640815216,200
NIBRS,sim_18,IHS,None,imputation,1,0,,Inf,,200
NIBRS,sim_18,IHS,None,cs,1.1,10,0,-10.9067474221281,53.0905186342279,200
NIBRS,sim_18,IHS,None,imputation,1.1,10,,Inf,,200
NIBRS,sim_18,IHS,None,cs,1.2,20,0,-9.87992783945735,52.8367842867483,200
NIBRS,sim_18,IHS,None,imputation,1.2,20,,Inf,,200
NIBRS,sim_18,IHS,None,cs,1.3,30,0,-9.70419629613317,53.0806245511687,200
NIBRS,sim_18,IHS,None,imputation,1.3,30,,Inf,,200
NIBRS,sim_18,IHS,None,cs,1.4,40,0,-10.3995679990264,52.843053168613,200
NIBRS,sim_18,IHS,None,imputation,1.4,40,,Inf,,200
NIBRS,sim_18,IHS,None,cs,1.5,50,0,-8.37199303570664,53.1330480711442,200
NIBRS,sim_18,IHS,None,imputation,1.5,50,,Inf,,200
NIBRS,sim_18,Raw,Econ+Crime,cs,0.5,-50,1,-184.30401088596,53.3451121071245,200
NIBRS,sim_18,Raw,Econ+Crime,imputation,0.5,-50,0.5,-162.383239784044,75.6780689300046,200
NIBRS,sim_18,Raw,Econ+Crime,cs,0.6,-40,1,-147.600986380703,44.8394340402367,200
NIBRS,sim_18,Raw,Econ+Crime,imputation,0.6,-40,0.5,-129.297335260131,76.822166466283,200
NIBRS,sim_18,Raw,Econ+Crime,cs,0.7,-30,1,-109.967344738181,36.4943636466557,200
NIBRS,sim_18,Raw,Econ+Crime,imputation,0.7,-30,0,-95.8345325913764,78.4754128677795,200
NIBRS,sim_18,Raw,Econ+Crime,cs,0.8,-20,0.915,-72.5024297793042,29.4412464106519,200
NIBRS,sim_18,Raw,Econ+Crime,imputation,0.8,-20,0,-62.4492008686015,80.446850758029,200
NIBRS,sim_18,Raw,Econ+Crime,cs,0.9,-10,0.255,-35.6611187088662,24.6752823213411,200
NIBRS,sim_18,Raw,Econ+Crime,imputation,0.9,-10,0,-28.7659275880912,82.9302370604022,200
NIBRS,sim_18,Raw,Econ+Crime,cs,1,0,0.015,1.46549917267515,23.3666388825838,200
NIBRS,sim_18,Raw,Econ+Crime,imputation,1,0,0,4.44272407631634,85.5498819542358,200
NIBRS,sim_18,Raw,Econ+Crime,cs,1.1,10,0.47,39.3199093302775,26.7489508638446,200
